128480,P,2000-11-13,92688,10,23.94,1.38,,
128481,P,2000-08-12,44036,6,60.25,7.33,,
128482,P,2000-04-28,96700,8,97.99,6.58,,
128483,P,2001-06-16,7103,3,33.01,9.34,,
128484,P,2001-04-20,91469,2,7.27,8.77,,
128485,P,2001-07-06,57650,8,29.02,5.81,,
128486,P,2001-05-06,97833,2,11.44,3.69,,
128487,P,2001-12-20,98593,4,60.79,4.27,,
128488,P,2000-04-29,47721,10,32.69,5.11,,
128489,P,2001-01-20,68481,6,49.34,9.82,,
128490,P,2002-09-26,42533,2,53.65,2.11,,
128491,P,2001-08-25,19949,6,56.38,3.18,,
128492,P,2000-09-18,59,2,17.44,9.08,,
128493,P,2002-07-08,5557,2,62.02,0.36,,
128494,P,2002-09-25,92824,4,68.29,1.46,,
128495,P,2000-02-26,52651,4,47.45,2.50,,
128496,P,2000-01-25,65772,2,13.73,6.59,,
128497,P,2001-09-24,77645,9,14.14,4.87,,
128498,P,2000-09-20,59722,1,10.92,3.81,,
128499,P,2002-05-03,35172,1,58.13,9.44,,
128500,P,2001-03-08,23265,10,73.58,0.49,,
128501,P,2000-10-02,94017,7,54.58,1.27,,
128502,P,2000-08-24,30238,5,15.28,7.22,,
128503,P,2002-06-23,4378,10,26.60,0.06,,
128504,P,2001-08-10,34204,10,89.98,0.19,,
128505,P,2000-08-11,9858,2,66.37,8.26,,
128506,P,2000-06-13,56185,10,4.38,0.70,,
128507,P,2000-03-05,57436,9,8.78,3.85,,
128508,P,2000-09-30,78908,6,51.34,5.85,,
128509,P,2002-05-26,81235,8,0.96,4.53,,
128510,P,2000-12-15,40957,1,40.19,7.55,,
128511,P,2001-05-06,79553,7,63.62,9.41,,
128512,P,2002-07-27,64943,1,89.62,0.30,,
128513,P,2001-06-21,99787,6,63.17,7.80,,
128514,P,2001-06-16,46007,2,35.70,6.42,,
128515,P,2002-01-16,20643,7,23.75,0.59,,
128516,P,2000-06-02,28187,5,94.46,1.40,,
128517,P,2002-06-07,14283,8,24.04,9.35,,
128518,P,2001-04-26,7411,10,78.92,4.24,,
128519,P,2000-04-21,23759,2,43.03,5.75,,
128520,P,2002-09-13,22606,4,33.48,9.86,,
128521,P,2001-07-08,90088,10,8.79,3.16,,
128522,P,2000-06-11,8997,6,92.67,2.07,,
128523,P,2000-09-09,53658,4,85.58,7.26,,
128524,P,2002-04-02,49847,2,7.26,8.84,,
128525,P,2000-06-08,41048,9,73.15,5.91,,
128526,P,2002-02-07,69513,5,85.84,0.11,,
128527,P,2000-04-09,6255,4,95.99,6.87,,
128528,P,2002-08-15,92195,6,9.87,2.13,,
128529,P,2000-03-27,73564,5,40.57,0.88,,
128530,P,2000-12-10,18213,4,11.41,5.50,,
128531,P,2001-10-01,43618,6,96.04,8.76,,
128532,P,2000-05-07,10479,8,33.13,3.91,,
