341307,P,2002-04-16,639,1,3.87,2.16,,
341308,P,2000-03-29,47637,1,22.47,5.86,,
341309,P,2001-12-14,54438,10,37.64,6.43,,
341310,P,2002-08-18,17960,9,20.41,2.23,,
341311,P,2000-12-25,73050,10,22.29,8.79,,
341312,P,2002-08-05,22695,3,32.12,5.10,,
341313,P,2002-06-18,94742,9,82.50,6.94,,
341314,P,2000-03-10,89366,3,80.85,7.48,,
341315,P,2001-06-16,17438,8,87.15,2.76,,
341316,P,2000-03-19,45033,4,47.88,4.64,,
341317,P,2001-05-17,35753,7,18.67,1.26,,
341318,P,2001-06-23,65344,7,65.82,6.46,,
341319,P,2002-05-07,37387,8,79.09,6.12,,
341320,P,2002-01-20,8684,5,40.72,0.33,,
341321,P,2000-01-28,3691,10,79.66,9.18,,
341322,P,2001-03-08,77616,6,99.94,3.20,,
341323,P,2001-10-16,73136,6,38.30,5.42,,
341324,P,2000-12-17,76310,6,60.89,8.14,,
341325,P,2001-04-11,19055,1,41.22,0.30,,
341326,P,2002-05-29,66849,1,68.60,6.94,,
341327,P,2000-05-04,62071,4,76.04,2.62,,
341328,P,2000-11-28,20154,10,50.12,3.90,,
341329,P,2000-11-13,21838,5,86.51,3.10,,
341330,P,2002-06-15,53594,5,54.62,5.08,,
341331,P,2000-09-12,1305,9,72.43,4.67,,
341332,P,2000-04-05,97849,7,32.05,7.71,,
341333,P,2001-01-22,47936,2,70.68,6.06,,
341334,P,2002-05-18,96187,5,45.79,8.64,,
341335,P,2000-11-04,3857,7,67.42,5.29,,
341336,P,2000-12-26,58504,8,58.21,0.54,,
341337,P,2001-01-20,25323,5,92.87,7.61,,
341338,P,2001-10-20,89978,4,6.92,5.58,,
341339,P,2001-12-22,6871,8,27.30,2.31,,
341340,P,2000-08-20,70265,2,73.79,1.47,,
341341,P,2001-10-08,85662,7,82.16,3.29,,
341342,P,2002-01-28,90445,7,74.91,3.24,,
341343,P,2002-04-29,31801,1,88.64,5.30,,
341344,P,2000-01-01,29863,6,95.30,5.66,,
