441690,P,2000-11-21,70954,3,24.90,4.64,,
441691,P,2000-09-07,82150,6,53.68,3.36,,
441692,P,2001-10-09,34084,8,81.08,4.60,,
441693,P,2000-10-22,3903,3,2.57,8.68,,
441694,P,2001-01-23,18309,5,40.22,6.65,,
441695,P,2001-11-25,67736,10,52.91,8.71,,
441696,P,2001-06-24,86094,2,30.31,3.92,,
441697,P,2002-07-16,97749,3,21.95,4.20,,
441698,P,2002-06-20,90237,7,35.43,4.81,,
441699,P,2001-10-20,39091,3,90.31,7.32,,
441700,P,2002-04-08,84971,7,75.82,7.39,,
441701,P,2002-03-30,47046,6,31.50,4.28,,
441702,P,2001-07-17,76959,9,89.46,5.01,,
441703,P,2001-10-09,22184,6,83.53,7.59,,
441704,P,2000-01-07,34637,2,36.30,1.18,,
441705,P,2001-12-04,78248,3,92.94,4.73,,
441706,P,2001-02-12,47741,8,51.34,3.74,,
441707,P,2000-03-25,12884,2,4.76,4.07,,
441708,P,2000-09-27,47115,6,58.86,3.08,,
441709,P,2000-04-01,41134,1,43.65,0.94,,
441710,P,2000-04-22,54166,2,44.89,5.79,,
441711,P,2002-08-18,87082,7,82.94,6.99,,
441712,P,2000-04-25,87243,5,61.95,9.27,,
441713,P,2002-02-17,33427,7,45.23,5.88,,
441714,P,2001-12-23,25435,2,85.18,9.01,,
441715,P,2002-01-12,39923,4,54.48,0.71,,
441716,P,2000-12-14,41090,7,62.33,4.37,,
441717,P,2001-11-26,46686,5,23.11,4.09,,
441718,P,2000-06-05,52184,3,67.93,4.05,,
441719,P,2001-11-09,47940,8,68.19,7.86,,
441720,P,2001-11-03,18497,3,2.20,6.93,,
441721,P,2000-02-19,60476,5,91.36,5.70,,
441722,P,2000-10-13,85252,10,58.46,7.36,,
441723,P,2001-11-28,56443,6,48.11,3.82,,
441724,P,2000-03-25,59366,3,58.81,2.24,,
441725,P,2000-01-03,29914,10,41.24,7.61,,
441726,P,2000-02-08,85994,9,52.21,3.53,,
441727,P,2002-04-17,21194,8,55.33,3.81,,
441728,P,2000-01-20,10648,1,61.41,8.52,,
441729,P,2000-11-20,53678,5,92.74,7.46,,
441730,P,2001-01-13,91457,10,21.59,9.55,,
441731,P,2001-10-29,93363,9,53.83,4.41,,
441732,P,2000-08-20,54505,6,25.96,1.49,,
441733,P,2000-03-18,96961,7,49.68,3.01,,
441734,P,2002-04-01,83174,7,46.86,5.27,,
441735,P,2001-05-06,88840,8,55.71,8.53,,
441736,P,2001-05-14,89112,2,95.98,9.75,,
441737,P,2000-11-12,78094,4,42.54,7.02,,
441738,P,2002-03-07,84642,3,81.01,0.95,,
441739,P,2000-03-21,57366,7,25.89,5.55,,
441740,P,2001-03-30,38340,8,20.07,0.50,,
441741,P,2000-01-07,90117,4,29.04,7.81,,
441742,P,2002-05-29,88530,8,42.70,4.76,,
441743,P,2002-05-18,60973,7,69.05,0.21,,
441744,P,2002-01-04,24358,5,47.80,4.50,,
441745,P,2001-06-26,93745,2,93.67,6.27,,
441746,P,2001-02-09,11597,9,86.88,6.86,,
441747,P,2002-03-09,18812,6,22.95,9.16,,
441748,P,2002-08-14,94438,5,88.32,5.44,,
441749,P,2002-07-18,82898,5,31.49,9.54,,
441750,P,2001-01-16,75967,9,11.48,3.41,,
441751,P,2000-04-29,11765,1,66.55,8.98,,
441752,P,2002-06-24,20990,3,54.17,3.32,,
441753,P,2000-10-31,74497,3,91.69,1.49,,
441754,P,2002-09-05,10731,7,93.18,1.66,,
441755,P,2002-08-04,39920,3,45.88,3.24,,
441756,P,2000-04-09,16615,4,58.70,3.91,,
441757,P,2000-10-09,52837,10,71.38,3.68,,
441758,P,2001-09-05,18595,1,98.36,4.99,,
441759,P,2000-04-17,67219,8,30.67,2.54,,
441760,P,2001-07-24,14941,5,5.78,1.00,,
441761,P,2001-06-27,40856,9,85.60,5.82,,
441762,P,2000-02-10,86521,10,22.48,6.71,,
441763,P,2000-09-27,80697,10,49.62,2.10,,
441764,P,2002-04-17,38875,6,83.16,1.20,,
441765,P,2000-08-21,66214,6,94.58,9.94,,
441766,P,2002-03-08,41338,1,2.56,6.55,,
441767,P,2000-04-16,3004,4,67.17,1.80,,
441768,P,2001-08-18,21562,2,91.28,6.72,,
441769,P,2000-03-13,31390,7,55.91,7.46,,
441770,P,2001-06-12,54357,7,30.39,1.68,,
441771,P,2002-07-12,94011,4,73.62,5.23,,
441772,P,2001-12-29,38090,3,44.79,4.11,,
441773,P,2000-02-20,45370,7,87.51,6.37,,
441774,P,2001-04-26,6574,6,99.61,7.21,,
441775,P,2000-05-02,69281,5,72.78,1.98,,
441776,P,2000-03-26,30930,3,96.19,7.29,,
441777,P,2000-09-21,97329,1,35.69,1.17,,
441778,P,2002-03-27,38332,2,63.01,8.80,,
441779,P,2001-04-15,99873,7,21.30,2.35,,
441780,P,2001-02-21,41283,10,16.76,9.23,,
441781,P,2000-02-12,43552,3,59.58,7.38,,
441782,P,2000-10-13,18447,6,35.95,6.48,,
441783,P,2000-01-02,68199,9,98.02,3.14,,
441784,P,2001-09-09,73124,7,80.62,7.33,,
441785,P,2001-02-28,68140,2,51.46,4.80,,
441786,P,2001-01-17,2900,5,10.62,1.85,,
441787,P,2002-08-21,47404,8,34.35,5.66,,
441788,P,2002-01-30,87525,4,71.83,3.81,,
441789,P,2000-12-19,30911,2,54.30,3.41,,
441790,P,2000-02-10,80012,3,25.56,0.16,,
441791,P,2000-03-17,74564,10,50.59,1.62,,
441792,P,2001-04-09,31812,3,46.73,5.20,,
441793,P,2001-03-27,55773,6,95.16,7.96,,
441794,P,2002-05-30,49585,5,44.82,6.32,,
441795,P,2002-05-20,28986,2,64.35,5.52,,
441796,P,2000-03-04,10870,4,82.01,4.45,,
441797,P,2002-01-13,9569,7,63.62,8.44,,
441798,P,2000-07-25,73599,7,84.97,5.74,,
441799,P,2000-06-14,18115,10,49.65,7.78,,
441800,P,2000-01-12,22811,1,73.62,2.57,,
441801,P,2000-07-28,59014,3,43.15,7.18,,
441802,P,2002-01-04,14567,1,48.67,5.84,,
441803,P,2000-09-18,65323,8,7.17,1.78,,
441804,P,2000-11-14,82559,2,94.38,6.83,,
441805,P,2002-06-18,24456,7,93.87,9.71,,
441806,P,2002-01-13,37901,1,5.62,8.42,,
441807,P,2002-07-16,68544,2,36.12,2.39,,
441808,P,2001-03-16,35181,1,62.82,9.40,,
441809,P,2000-10-21,68422,1,92.96,7.16,,
441810,P,2001-07-13,36861,3,87.89,4.96,,
441811,P,2001-08-19,64601,2,43.31,4.99,,
441812,P,2001-01-28,35177,8,70.96,8.86,,
441813,P,2002-07-06,84916,9,82.25,3.13,,
441814,P,2001-04-11,30146,3,80.64,5.51,,
441815,P,2000-06-02,51582,4,23.72,0.44,,
441816,P,2001-12-01,77254,2,23.43,9.17,,
441817,P,2000-03-06,9404,7,81.77,2.40,,
441818,P,2001-05-13,66706,7,97.78,9.57,,
441819,P,2001-12-13,76759,4,59.87,7.01,,
441820,P,2001-03-13,65686,7,31.60,9.18,,
441821,P,2000-10-27,54756,7,23.37,6.85,,
441822,P,2000-09-30,37346,4,91.22,3.62,,
441823,P,2002-07-11,95614,8,14.55,0.84,,
441824,P,2000-12-28,66251,3,73.45,9.55,,
441825,P,2000-12-05,11305,10,21.67,8.37,,
441826,P,2002-04-07,8900,9,62.39,0.71,,
441827,P,2000-06-28,9411,8,39.26,0.94,,
441828,P,2000-10-10,80077,8,61.07,8.73,,
441829,P,2002-07-17,16214,10,68.34,3.07,,
441830,P,2000-06-18,60047,4,60.50,8.33,,
441831,P,2002-05-22,27181,10,37.25,8.72,,
441832,P,2001-07-16,32997,8,73.87,5.07,,
441833,P,2001-01-18,63704,9,81.07,4.67,,
441834,P,2002-04-14,18801,8,19.90,0.70,,
441835,P,2001-05-16,52579,1,30.33,7.40,,
441836,P,2000-01-29,65421,5,8.40,0.41,,
441837,P,2000-04-28,20042,10,16.70,2.97,,
441838,P,2000-01-05,16755,2,75.27,3.80,,
441839,P,2000-03-06,43618,9,61.96,2.37,,
441840,P,2001-04-18,18722,3,64.45,9.60,,
441841,P,2002-05-08,58076,10,91.71,4.38,,
441842,P,2002-02-04,53790,3,89.12,5.03,,
441843,P,2002-08-31,71603,2,40.41,3.23,,
441844,P,2000-07-24,27164,10,23.81,5.26,,
441845,P,2001-01-13,47117,2,48.63,1.14,,
441846,P,2002-07-08,65124,10,84.37,0.60,,
441847,P,2001-10-18,90,6,84.06,2.16,,
441848,P,2001-09-08,41772,5,84.50,4.14,,
441849,P,2002-04-05,86785,10,97.41,2.23,,
441850,P,2001-04-16,59804,10,1.84,5.99,,
441851,P,2001-10-04,11975,2,11.39,0.16,,
441852,P,2001-02-26,8061,6,82.18,9.22,,
441853,P,2002-03-24,53741,9,65.73,8.02,,
441854,P,2000-02-08,20331,10,38.53,7.97,,
441855,P,2001-05-03,76887,5,82.26,3.56,,
441856,P,2001-07-26,45565,2,76.16,6.50,,
441857,P,2002-01-24,5227,1,89.85,5.80,,
441858,P,2001-04-04,38645,2,4.02,8.28,,
441859,P,2001-07-31,42292,6,6.98,4.95,,
441860,P,2001-11-26,69306,6,93.20,8.98,,
441861,P,2002-02-02,92048,7,51.31,0.42,,
441862,P,2000-12-09,33591,8,65.80,0.92,,
441863,P,2000-10-31,45117,10,50.93,8.11,,
441864,P,2002-08-28,59521,1,95.31,6.09,,
441865,P,2001-12-15,32693,6,84.39,1.75,,
441866,P,2002-02-14,30915,6,47.28,7.49,,
441867,P,2002-06-04,34145,10,44.07,7.92,,
441868,P,2001-04-20,92650,8,76.15,1.49,,
441869,P,2002-04-04,62723,6,4.58,7.02,,
441870,P,2000-11-20,95707,10,75.14,4.79,,
441871,P,2000-04-19,87360,3,46.13,1.18,,
441872,P,2000-05-25,27810,7,23.53,1.27,,
441873,P,2001-10-29,504,10,9.29,8.70,,
441874,P,2000-02-19,70871,5,37.45,8.83,,
441875,P,2000-03-15,47122,2,21.88,0.14,,
441876,P,2002-05-09,15180,5,59.61,2.87,,
441877,P,2001-01-25,64305,1,73.42,3.00,,
441878,P,2001-07-18,12922,7,85.96,7.79,,
441879,P,2000-02-12,14862,9,87.83,0.02,,
441880,P,2000-11-22,96307,9,74.03,0.55,,
441881,P,2000-08-01,83782,6,98.27,6.65,,
441882,P,2000-05-28,43613,4,82.19,1.65,,
441883,P,2001-03-21,38151,4,89.20,5.03,,
441884,P,2002-01-02,70677,10,43.44,6.78,,
441885,P,2001-12-05,40664,6,39.26,7.65,,
441886,P,2001-07-11,33434,4,0.29,4.17,,
441887,P,2002-02-25,84454,5,11.04,3.96,,
441888,P,2000-05-02,54850,10,3.35,5.84,,
441889,P,2002-04-18,89132,5,44.53,6.74,,
441890,P,2002-08-08,70964,2,16.48,3.95,,
441891,P,2002-04-04,84264,8,1.23,7.27,,
441892,P,2000-08-12,74820,9,51.23,3.93,,
441893,P,2002-08-17,27448,8,23.14,2.79,,
441894,P,2000-04-19,25373,4,82.62,4.28,,
441895,P,2001-05-06,80522,9,23.55,8.11,,
441896,P,2000-04-02,71390,9,89.41,4.74,,
441897,P,2002-03-01,13771,5,41.84,1.32,,
441898,P,2001-05-18,19948,5,20.87,2.87,,
441899,P,2002-02-28,58854,7,27.98,9.23,,
441900,P,2000-03-16,95568,2,44.75,0.31,,
441901,P,2001-03-20,8912,9,74.36,4.64,,
441902,P,2001-09-18,18010,6,44.18,2.62,,
441903,P,2002-02-16,35430,8,50.36,2.02,,
441904,P,2001-11-22,57368,3,96.44,2.15,,
441905,P,2001-10-27,81405,4,50.31,6.06,,
441906,P,2000-12-30,56251,9,55.38,1.32,,
441907,P,2002-03-15,23299,2,69.95,0.23,,
441908,P,2002-06-24,62020,4,52.97,5.02,,
441909,P,2000-07-05,34291,7,37.64,2.21,,
441910,P,2000-06-22,50348,6,70.38,4.31,,
441911,P,2002-05-18,18954,4,19.28,0.94,,
441912,P,2000-08-07,71180,4,87.28,5.71,,
441913,P,2000-08-29,10214,7,41.79,0.24,,
441914,P,2001-08-06,54606,6,76.32,3.28,,
441915,P,2002-07-01,93459,1,90.84,2.23,,
441916,P,2002-01-25,55985,3,87.04,2.71,,
441917,P,2002-01-05,91399,5,4.97,1.41,,
441918,P,2001-01-17,27607,1,62.59,6.40,,
441919,P,2001-09-26,81525,9,58.05,1.23,,
441920,P,2001-03-04,92049,2,55.70,6.44,,
441921,P,2002-02-18,40723,2,51.56,4.72,,
441922,P,2000-04-06,77834,2,95.07,8.41,,
441923,P,2002-08-11,2305,7,13.12,8.14,,
441924,P,2002-07-10,16524,3,56.95,6.72,,
441925,P,2001-11-23,89285,4,0.84,4.74,,
441926,P,2001-10-09,39274,2,55.38,0.24,,
441927,P,2000-03-19,78024,3,40.84,5.51,,
