434544,P,2002-05-25,1053,2,12.79,2.09,,
434545,P,2000-03-08,7322,10,13.01,3.00,,
434546,P,2002-06-28,84861,1,40.82,5.73,,
434547,P,2002-08-16,36467,1,46.52,5.28,,
434548,P,2000-01-10,54183,7,36.26,5.25,,
434549,P,2002-06-05,43933,9,30.75,10.00,,
434550,P,2002-02-28,45318,1,74.70,5.74,,
434551,P,2000-06-15,10833,5,37.66,0.67,,
434552,P,2001-01-26,26399,6,60.46,5.31,,
434553,P,2002-07-08,49476,6,37.53,3.03,,
434554,P,2000-06-20,82927,6,81.61,7.95,,
434555,P,2002-09-19,13036,1,32.84,2.66,,
434556,P,2002-06-02,96730,10,64.20,0.36,,
434557,P,2001-03-05,5843,8,11.51,7.22,,
434558,P,2001-06-04,10547,1,36.70,6.73,,
434559,P,2002-08-17,59763,10,81.31,3.42,,
434560,P,2002-04-21,136,4,5.27,9.87,,
434561,P,2000-07-13,8894,1,79.78,9.52,,
434562,P,2002-09-23,2926,5,1.25,7.99,,
434563,P,2000-01-07,16132,4,56.37,7.51,,
434564,P,2000-10-20,12945,8,80.66,1.36,,
434565,P,2000-02-28,76717,3,40.14,1.87,,
434566,P,2002-02-01,80949,1,61.16,4.57,,
434567,P,2001-08-24,97164,4,37.86,3.22,,
434568,P,2001-11-14,54876,2,58.18,6.95,,
434569,P,2002-08-19,22308,9,57.18,4.62,,
434570,P,2000-11-07,23122,10,89.16,6.46,,
434571,P,2002-01-26,8995,5,66.56,7.32,,
434572,P,2000-02-25,93173,2,0.64,2.24,,
434573,P,2001-01-02,16890,6,28.04,1.26,,
434574,P,2001-11-03,89299,2,17.62,7.57,,
434575,P,2002-09-04,21157,4,83.80,3.98,,
434576,P,2002-07-25,7464,9,17.30,4.21,,
434577,P,2002-05-25,14137,3,21.39,5.98,,
434578,P,2001-05-03,93854,1,70.33,4.49,,
434579,P,2002-04-07,50960,4,49.69,1.12,,
434580,P,2002-03-19,40347,6,46.26,8.67,,
434581,P,2001-06-24,54873,7,31.12,0.26,,
434582,P,2001-04-18,25662,1,6.41,3.08,,
434583,P,2001-10-16,11084,3,29.82,5.13,,
434584,P,2002-03-18,70864,3,42.71,4.93,,
434585,P,2000-03-05,39426,5,27.39,5.68,,
434586,P,2000-07-17,10625,10,5.37,7.82,,
434587,P,2002-07-18,4856,5,11.49,5.38,,
434588,P,2001-06-26,14324,2,27.35,5.37,,
434589,P,2001-05-24,56040,10,40.18,4.50,,
434590,P,2000-05-15,54958,7,16.08,0.73,,
434591,P,2000-03-24,75029,6,40.66,8.51,,
434592,P,2002-03-17,42848,1,8.42,0.07,,
434593,P,2001-07-08,97430,4,64.27,9.37,,
434594,P,2002-03-22,97675,7,72.87,0.70,,
434595,P,2000-06-23,56632,7,96.34,1.33,,
434596,P,2002-05-25,63135,3,68.44,2.30,,
434597,P,2002-07-12,40244,2,92.93,0.97,,
434598,P,2000-09-06,89060,6,41.91,4.51,,
434599,P,2001-05-10,81903,8,85.54,3.42,,
434600,P,2000-04-30,49081,3,26.90,4.03,,
434601,P,2002-08-24,36913,7,15.45,5.39,,
434602,P,2002-05-21,56457,6,84.80,6.38,,
434603,P,2002-07-25,38515,7,72.26,6.65,,
434604,P,2001-12-29,18090,9,24.96,4.53,,
434605,P,2002-07-05,85687,1,26.02,0.01,,
434606,P,2001-11-16,3900,4,7.38,7.59,,
434607,P,2002-06-27,83674,1,32.56,2.50,,
434608,P,2000-02-21,74550,3,43.76,2.39,,
434609,P,2000-08-03,27879,4,10.05,0.26,,
434610,P,2001-11-14,31423,10,23.31,1.32,,
434611,P,2000-11-29,78491,8,75.33,4.64,,
434612,P,2000-09-05,58090,6,82.89,5.58,,
434613,P,2000-04-17,82275,1,37.92,0.98,,
434614,P,2001-08-02,61271,10,30.73,2.90,,
434615,P,2000-03-26,92607,6,43.14,7.26,,
434616,P,2002-01-27,1627,5,36.95,8.27,,
434617,P,2000-02-19,72803,9,49.29,1.49,,
434618,P,2002-04-15,33813,3,28.35,6.67,,
434619,P,2000-07-04,1922,9,9.83,5.28,,
434620,P,2001-11-10,83946,5,59.56,7.88,,
434621,P,2001-01-14,79495,7,61.42,3.71,,
434622,P,2002-05-24,20462,6,34.07,5.17,,
434623,P,2001-12-18,51562,7,14.28,1.91,,
434624,P,2002-09-22,99184,4,9.72,6.71,,
434625,P,2002-05-03,54726,1,96.74,5.81,,
434626,P,2000-07-03,69035,2,85.47,7.62,,
434627,P,2001-12-31,60751,4,69.03,8.23,,
434628,P,2000-12-30,63872,3,12.92,1.41,,
434629,P,2001-10-20,40639,10,7.66,9.46,,
434630,P,2000-02-27,63875,10,58.92,6.98,,
434631,P,2000-03-08,29691,5,31.50,1.84,,
434632,P,2002-08-05,22818,2,44.24,7.15,,
434633,P,2001-05-09,44290,10,37.32,4.78,,
434634,P,2000-07-27,6895,4,98.44,3.17,,
434635,P,2000-11-11,59441,9,55.50,8.99,,
434636,P,2002-04-19,34615,6,21.69,2.91,,
434637,P,2002-03-18,99627,9,3.81,5.40,,
434638,P,2002-02-25,88425,5,57.10,5.23,,
434639,P,2001-06-10,90636,9,0.09,7.90,,
434640,P,2001-02-05,98783,7,56.10,9.10,,
434641,P,2002-09-09,43642,4,89.88,2.14,,
434642,P,2002-08-17,64829,8,4.60,7.02,,
434643,P,2001-10-23,86245,9,82.61,7.95,,
434644,P,2000-08-29,70707,8,81.96,9.03,,
434645,P,2001-04-08,20071,2,44.58,4.54,,
434646,P,2002-08-09,93368,3,13.46,5.72,,
434647,P,2002-01-10,53642,4,41.75,5.87,,
434648,P,2000-10-14,21242,6,69.11,1.66,,
434649,P,2001-06-26,31855,2,87.42,4.28,,
434650,P,2002-03-26,24419,1,55.54,5.81,,
434651,P,2001-05-07,50478,1,24.10,2.63,,
434652,P,2000-06-07,52245,5,69.73,2.79,,
434653,P,2000-12-15,43131,3,18.24,3.29,,
434654,P,2000-09-13,36851,5,11.06,0.10,,
434655,P,2000-04-16,58583,1,77.44,9.24,,
434656,P,2000-05-12,72119,7,76.59,8.43,,
434657,P,2000-01-03,15048,2,7.33,3.97,,
434658,P,2000-01-31,60125,2,66.42,1.40,,
434659,P,2000-10-30,73344,4,95.72,8.59,,
434660,P,2002-04-21,71148,4,45.52,8.65,,
434661,P,2001-05-06,48338,3,40.32,7.48,,
434662,P,2000-09-05,74730,6,31.25,2.47,,
434663,P,2000-12-23,73974,9,22.99,6.78,,
434664,P,2001-07-30,728,3,85.12,6.48,,
434665,P,2001-10-08,73770,8,78.43,6.94,,
434666,P,2001-07-11,87595,5,91.74,3.50,,
434667,P,2000-10-30,29398,2,43.09,5.84,,
434668,P,2000-02-24,1672,1,67.89,7.84,,
434669,P,2002-07-26,4121,7,16.55,6.48,,
434670,P,2001-06-17,85087,7,57.95,5.48,,
434671,P,2001-04-06,65821,10,81.43,2.13,,
434672,P,2000-01-21,52297,1,25.69,9.20,,
434673,P,2001-07-29,50376,3,75.33,4.19,,
434674,P,2001-12-24,47125,2,1.80,5.81,,
434675,P,2001-12-14,19553,3,62.83,7.81,,
434676,P,2000-10-18,71989,1,93.60,3.17,,
434677,P,2000-01-03,63924,1,85.67,5.86,,
434678,P,2002-09-09,87832,9,27.69,7.50,,
434679,P,2001-09-13,56751,3,42.44,3.37,,
434680,P,2001-09-29,9953,7,54.67,9.12,,
434681,P,2001-10-24,84601,1,11.04,1.59,,
434682,P,2002-08-16,10526,5,48.80,5.43,,
434683,P,2001-07-19,30240,1,76.57,3.61,,
434684,P,2001-10-19,10348,2,59.94,7.24,,
434685,P,2000-06-04,3985,7,87.99,1.55,,
434686,P,2002-07-13,78338,8,38.56,3.72,,
434687,P,2001-02-22,97999,6,59.72,7.07,,
434688,P,2000-05-12,10474,10,42.86,1.97,,
434689,P,2001-01-12,8384,7,71.13,8.26,,
434690,P,2000-09-13,12658,7,91.53,5.60,,
434691,P,2000-03-25,96942,7,45.52,0.77,,
434692,P,2000-10-19,94902,10,69.88,5.19,,
434693,P,2001-10-05,5611,6,62.99,1.91,,
434694,P,2000-02-27,91005,5,97.35,2.34,,
434695,P,2000-07-22,19152,9,48.97,1.73,,
434696,P,2001-05-01,65758,2,37.74,4.17,,
434697,P,2000-03-23,8236,7,21.57,6.95,,
434698,P,2000-05-14,84959,10,49.71,9.70,,
434699,P,2002-06-21,85992,3,22.06,0.06,,
434700,P,2000-12-12,6899,3,24.00,8.48,,
434701,P,2001-11-17,71125,8,28.62,5.67,,
434702,P,2000-02-27,87196,7,80.59,2.14,,
434703,P,2002-05-06,26275,8,53.49,9.82,,
434704,P,2002-08-13,19996,6,41.87,8.39,,
434705,P,2002-01-24,11338,10,21.72,1.43,,
434706,P,2001-12-09,49403,3,56.23,2.38,,
434707,P,2001-02-16,34309,2,86.59,1.50,,
434708,P,2002-07-22,43292,9,66.21,5.74,,
434709,P,2001-12-13,22130,4,78.08,0.29,,
434710,P,2002-09-07,49779,3,20.87,4.51,,
434711,P,2000-05-01,44510,10,60.47,9.56,,
434712,P,2000-01-14,1433,6,31.95,5.47,,
434713,P,2000-01-31,83527,2,77.21,6.09,,
434714,P,2002-08-04,14084,3,90.39,7.92,,
434715,P,2001-02-07,28728,6,3.91,7.42,,
434716,P,2002-02-15,99717,5,26.35,0.92,,
434717,P,2001-05-16,25212,5,2.14,0.17,,
434718,P,2000-07-26,90127,4,56.35,8.46,,
434719,P,2001-07-22,78307,4,45.27,2.64,,
434720,P,2000-11-05,64390,3,4.80,5.55,,
434721,P,2002-06-10,22593,7,27.69,9.37,,
434722,P,2001-03-30,74087,1,97.24,6.46,,
434723,P,2002-05-09,31384,10,3.67,9.06,,
434724,P,2002-04-22,87435,5,60.06,8.84,,
434725,P,2001-06-01,81839,2,83.45,3.62,,
434726,P,2002-06-05,6121,2,8.97,5.01,,
434727,P,2000-07-06,92067,10,31.61,1.04,,
434728,P,2001-01-05,98824,9,93.43,5.56,,
434729,P,2000-05-09,70322,1,45.54,7.52,,
434730,P,2002-06-07,93311,6,21.01,8.63,,
434731,P,2001-03-24,21338,4,0.70,8.63,,
434732,P,2000-03-19,97103,10,47.19,4.38,,
434733,P,2000-09-11,30017,3,21.29,3.68,,
434734,P,2002-05-08,383,2,84.39,4.59,,
434735,P,2000-04-15,13919,6,60.14,1.30,,
434736,P,2000-04-19,24390,1,42.89,9.14,,
434737,P,2001-11-25,46370,9,23.39,3.49,,
434738,P,2000-04-05,46804,9,69.95,3.64,,
434739,P,2000-09-26,59339,1,66.43,4.01,,
434740,P,2002-01-17,61730,10,37.89,0.95,,
434741,P,2002-04-03,35564,3,71.58,3.91,,
434742,P,2002-09-25,42575,3,38.43,6.15,,
434743,P,2001-12-14,94209,6,38.71,1.43,,
434744,P,2000-01-10,60096,7,10.33,5.55,,
434745,P,2000-09-27,78256,2,13.52,8.64,,
434746,P,2000-11-28,76671,3,47.64,7.80,,
434747,P,2002-04-11,82174,10,46.57,1.57,,
434748,P,2002-07-24,4899,9,10.05,3.80,,
434749,P,2000-04-06,26420,7,74.13,0.93,,
434750,P,2002-07-01,15290,4,38.57,4.00,,
434751,P,2001-05-20,64428,2,26.73,6.83,,
434752,P,2001-10-09,36958,10,68.14,5.40,,
434753,P,2001-10-11,71004,3,82.26,10.00,,
434754,P,2002-07-18,33251,3,67.50,2.12,,
434755,P,2000-12-13,9440,7,21.70,6.21,,
434756,P,2000-06-22,71799,8,27.58,1.11,,
434757,P,2002-05-15,88826,1,9.81,4.47,,
434758,P,2000-03-12,37982,6,76.02,3.03,,
434759,P,2000-05-24,2761,4,67.60,5.34,,
434760,P,2002-05-08,2566,5,35.08,0.49,,
434761,P,2002-08-27,74576,1,85.86,0.94,,
434762,P,2002-04-04,79719,1,88.93,6.54,,
434763,P,2001-10-16,70085,9,52.24,4.92,,
